case_id,model,model_label,prompt,split,situation,num_tokens,module,layer,projection,shape,n,d,row_size_kib,paper_parameter_source,budget_index,budget_fraction,row_budget,method,method_label,selected_rows,row_match,importance_retention,relative_l2_error,relative_mae,cosine_error,output_norm_ratio,chunks,selector_median_ms,selector_p95_ms,read_wall_median_ms,read_wall_p95_ms,actual_total_ms,direct_rate,deterministic,fallback_used,error
qwen05-001502,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,1,0.5,448,wave_k12,Wave K=12,448,True,0.592864026476122,0.23560380935668945,0.2383095622062683,0.025452375411987305,0.902076005935669,12,0.221865,0.2977692,0.349844,0.3827561,0.571709,1.0,True,False,
qwen05-001503,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,1,0.5,448,wave_k18,Wave K=18,448,True,0.601095604320699,0.22993575036525726,0.23467428982257843,0.02466452121734619,0.9109179377555847,18,0.248053,0.2676469,0.423883,0.4535569,0.671936,1.0,True,False,
qwen05-001504,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,1,0.5,448,wave_k24,Wave K=24,448,True,0.6146925479151014,0.22057382762432098,0.22431355714797974,0.023709654808044434,0.933916449546814,24,0.297707,0.3547652,0.493774,0.5345746,0.791481,1.0,True,False,
qwen05-001505,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,2,0.75,672,paper,Paper,672,True,0.7644730211096155,0.25848957896232605,0.25502893328666687,0.028844058513641357,0.8713515400886536,1,0.176981,0.1806692,0.233366,0.2344658,0.410347,1.0,True,False,
qwen05-001506,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,2,0.75,672,tile8_ceil,Cell-8,672,True,0.7599419741545606,0.2522991895675659,0.24696572124958038,0.028474509716033936,0.8848270177841187,1,0.079669,0.0836812,0.230521,0.2851276,0.31019,1.0,True,False,
qwen05-001507,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,2,0.75,672,wave_k1,Wave K=1,672,True,0.7745095643869083,0.24074243009090424,0.23670461773872375,0.023688197135925293,0.8707579970359802,1,0.114674,0.11995789999999999,0.255528,0.25942319999999996,0.370202,1.0,True,False,
qwen05-001508,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,2,0.75,672,wave_k6,Wave K=6,672,True,0.7933653973124781,0.17388790845870972,0.17742154002189636,0.014656126499176025,0.9515877366065979,6,0.1715,0.190553,0.338594,0.4218008,0.510094,1.0,True,False,
qwen05-001509,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,2,0.75,672,wave_k12,Wave K=12,672,True,0.813881596891497,0.13438333570957184,0.13587327301502228,0.008907675743103027,0.9731278419494629,12,0.137106,0.13721399999999997,0.43838,0.5328763999999999,0.5754859999999999,1.0,True,False,
qwen05-001510,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,2,0.75,672,wave_k18,Wave K=18,672,True,0.8172235304138957,0.13616520166397095,0.13936777412891388,0.009137272834777832,0.9721565246582031,18,0.281717,0.3160259,0.405749,0.4549628,0.687466,1.0,True,False,
qwen05-001511,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.k_proj,12,k,896x128,896,128,0.25,table2,2,0.75,672,wave_k24,Wave K=24,672,True,0.8197370393718424,0.13747230172157288,0.13859447836875916,0.009067893028259277,0.9618639349937439,24,0.157615,0.1751434,0.565819,0.5939782,0.7234339999999999,1.0,True,False,
qwen05-001512,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,0,0.25,224,paper,Paper,224,True,0.2693873356377239,0.8467201590538025,0.8555467128753662,0.4673500061035156,0.5071365833282471,1,0.180788,0.1897052,0.185497,0.1978414,0.36628499999999997,1.0,True,False,
qwen05-001513,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,0,0.25,224,tile8_ceil,Cell-8,224,True,0.26677077271743316,0.8429309129714966,0.8473764657974243,0.46064311265945435,0.5014312267303467,1,0.068539,0.0742999,0.189745,0.1934422,0.258284,1.0,True,False,
qwen05-001514,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,0,0.25,224,wave_k1,Wave K=1,224,True,0.2696588505053019,0.8463150262832642,0.8550326824188232,0.46666061878204346,0.5068829655647278,1,0.116157,0.1176987,0.170248,0.1723765,0.286405,1.0,True,False,
qwen05-001515,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,0,0.25,224,wave_k6,Wave K=6,224,True,0.32253599069320044,0.7982729077339172,0.8118036389350891,0.3971434235572815,0.5768619179725647,6,0.131656,0.1387705,0.305821,0.3181933,0.437477,1.0,True,False,
qwen05-001516,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,0,0.25,224,wave_k12,Wave K=12,224,True,0.35257279826017535,0.7769644260406494,0.7942206263542175,0.37005025148391724,0.6073583960533142,12,0.162243,0.1965708,0.323806,0.3442198,0.48604899999999995,1.0,True,False,
qwen05-001517,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,0,0.25,224,wave_k18,Wave K=18,224,True,0.37050304688926766,0.750251054763794,0.7655590176582336,0.33722883462905884,0.6164881587028503,18,0.234057,0.27244199999999996,0.40078,0.4022857,0.634837,1.0,True,False,
qwen05-001518,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,0,0.25,224,wave_k24,Wave K=24,224,True,0.3812873968711714,0.7460440993309021,0.7654203176498413,0.3317776322364807,0.6125197410583496,24,0.393136,0.4825645,0.498011,0.5089216999999999,0.8911469999999999,1.0,True,False,
qwen05-001519,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,1,0.5,448,paper,Paper,448,True,0.5100001796789565,0.6708173155784607,0.6828309893608093,0.25629550218582153,0.6880975961685181,1,0.172904,0.1746077,0.221965,0.2326678,0.394869,1.0,True,False,
qwen05-001520,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,1,0.5,448,tile8_ceil,Cell-8,448,True,0.5088076437899863,0.6749523282051086,0.685570240020752,0.2602120637893677,0.6864328384399414,1,0.081442,0.0894943,0.195415,0.2023135,0.276857,1.0,True,False,
qwen05-001521,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,1,0.5,448,wave_k1,Wave K=1,448,True,0.5134900393687051,0.6663209199905396,0.6813928484916687,0.2533647418022156,0.7085883617401123,1,0.108673,0.12048550000000001,0.254646,0.2553948,0.363319,1.0,True,False,
qwen05-001522,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,1,0.5,448,wave_k6,Wave K=6,448,True,0.56259202010579,0.6048422455787659,0.6203303337097168,0.20212048292160034,0.748425304889679,6,0.143739,0.2005272,0.351528,0.3735735,0.495267,1.0,True,False,
qwen05-001523,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,1,0.5,448,wave_k12,Wave K=12,448,True,0.592864026476122,0.6001785397529602,0.6120328903198242,0.1995483636856079,0.7698404788970947,12,0.314949,0.3558585,0.364611,0.36580260000000003,0.6795599999999999,1.0,True,False,
qwen05-001524,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,1,0.5,448,wave_k18,Wave K=18,448,True,0.601095604320699,0.5790466070175171,0.5903032422065735,0.1831676959991455,0.7667329907417297,18,0.243235,0.2693116,0.426328,0.4365079,0.669563,1.0,True,False,
qwen05-001525,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,1,0.5,448,wave_k24,Wave K=24,448,True,0.6146925479151014,0.5588905811309814,0.5708205103874207,0.16911429166793823,0.77864009141922,24,0.329536,0.3860353,0.497771,0.521963,0.827307,1.0,True,False,
qwen05-001526,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,2,0.75,672,paper,Paper,672,True,0.7644730211096155,0.45202022790908813,0.46656864881515503,0.1075248122215271,0.8635924458503723,1,0.212217,0.212451,0.276127,0.2945392,0.488344,1.0,True,False,
qwen05-001527,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,2,0.75,672,tile8_ceil,Cell-8,672,True,0.7599419741545606,0.4624786972999573,0.4752254784107208,0.11280679702758789,0.8555991649627686,1,0.078948,0.0907515,0.249327,0.2745378,0.328275,1.0,True,False,
qwen05-001528,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,2,0.75,672,wave_k1,Wave K=1,672,True,0.7745095643869083,0.43813246488571167,0.4530010223388672,0.100821852684021,0.8772385120391846,1,0.16602,0.1842702,0.275656,0.29320240000000003,0.441676,1.0,True,False,
qwen05-001529,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,2,0.75,672,wave_k6,Wave K=6,672,True,0.7933653973124781,0.4074876010417938,0.4178931415081024,0.08621484041213989,0.8813899755477905,6,0.118722,0.1398666,0.388347,0.4276779,0.507069,1.0,True,False,
qwen05-001530,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,2,0.75,672,wave_k12,Wave K=12,672,True,0.813881596891497,0.3692135512828827,0.3809796869754791,0.07008063793182373,0.8972336649894714,12,0.124422,0.1425651,0.410037,0.4501896,0.534459,1.0,True,False,
qwen05-001531,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,2,0.75,672,wave_k18,Wave K=18,672,True,0.8172235304138957,0.36176085472106934,0.3718648850917816,0.0672074556350708,0.901604413986206,18,0.292277,0.3029258,0.402723,0.43190189999999995,0.6950000000000001,1.0,True,False,
qwen05-001532,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.v_proj,12,v,896x128,896,128,0.25,table2,2,0.75,672,wave_k24,Wave K=24,672,True,0.8197370393718424,0.3531288504600525,0.3626894950866699,0.06416302919387817,0.9136780500411987,24,0.175909,0.1825546,0.516767,0.5233306999999999,0.692676,1.0,True,False,
qwen05-001533,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,0,0.25,224,paper,Paper,224,True,0.3765968309465835,0.8136448264122009,0.8168365359306335,0.39467155933380127,0.7739711403846741,2,0.273962,0.3722735,0.472484,0.47261,0.7464459999999999,1.0,True,False,
qwen05-001534,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,0,0.25,224,tile8_ceil,Cell-8,224,True,0.3770923854148765,0.8370165228843689,0.8509814739227295,0.41196632385253906,0.8033943772315979,2,0.10682,0.1144115,0.388426,0.3993097,0.49524599999999996,1.0,True,False,
qwen05-001535,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,0,0.25,224,wave_k1,Wave K=1,224,True,0.2977460298823987,0.8607968688011169,0.8845053911209106,0.4715108871459961,0.6708688735961914,1,0.173895,0.23099009999999998,0.466522,0.47951530000000003,0.640417,1.0,True,False,
qwen05-001536,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,0,0.25,224,wave_k6,Wave K=6,224,True,0.3916605649185541,0.7400216460227966,0.7588245272636414,0.3197755217552185,0.7818964719772339,6,0.145472,0.16360519999999998,0.408674,0.408701,0.554146,1.0,True,False,
qwen05-001537,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,0,0.25,224,wave_k12,Wave K=12,224,True,0.39515807307455475,0.746845543384552,0.7588290572166443,0.3251838684082031,0.789511501789093,12,0.196257,0.24166649999999998,0.492171,0.5092485,0.688428,1.0,True,False,
qwen05-001538,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,0,0.25,224,wave_k18,Wave K=18,224,True,0.39627336076549047,0.7518755197525024,0.7714729309082031,0.33371102809906006,0.7625055313110352,18,0.190406,0.2237681,0.502721,0.5264711,0.6931269999999999,1.0,True,False,
qwen05-001539,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,0,0.25,224,wave_k24,Wave K=24,224,True,0.40309352101217677,0.7490453124046326,0.7637043595314026,0.32607555389404297,0.7973870635032654,24,0.649855,0.6502069,0.595123,0.6011017,1.244978,1.0,True,False,
qwen05-001540,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,1,0.5,448,paper,Paper,448,True,0.6443664576936814,0.5873738527297974,0.5996633768081665,0.1846500039100647,0.9143633842468262,4,0.262491,0.27247289999999996,0.48692,0.5396059999999999,0.749411,1.0,True,False,
qwen05-001541,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,1,0.5,448,tile8_ceil,Cell-8,448,True,0.6183498481083001,0.6640716791152954,0.6788738369941711,0.2408704161643982,0.8905408978462219,2,0.078877,0.0846577,0.548787,0.5656566,0.627664,1.0,True,False,
qwen05-001542,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k1,Wave K=1,448,True,0.524904368335849,0.7278193831443787,0.7525119781494141,0.2961188554763794,0.862530529499054,1,0.116989,0.1380886,0.642091,0.6446785,0.75908,1.0,True,False,
qwen05-001543,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k6,Wave K=6,448,True,0.6412132457724823,0.5623371601104736,0.5710462927818298,0.16846686601638794,0.9191133379936218,6,0.140533,0.155365,0.509844,0.5237031,0.650377,1.0,True,False,
qwen05-001544,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k12,Wave K=12,448,True,0.6539464037146082,0.5993305444717407,0.6101087331771851,0.19280505180358887,0.9109295010566711,12,0.199543,0.2304355,0.587899,0.6134986,0.787442,1.0,True,False,
qwen05-001545,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k18,Wave K=18,448,True,0.6539549144080528,0.5921316146850586,0.6070248484611511,0.1893167495727539,0.8991551399230957,18,0.248325,0.2718312,0.806558,0.8068289,1.054883,1.0,True,False,
qwen05-001546,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k24,Wave K=24,448,True,0.6611578624348919,0.5705376267433167,0.5954416990280151,0.1726354956626892,0.9275904297828674,24,0.365333,0.5529919999999999,0.710118,0.7410366,1.0754510000000002,1.0,True,False,
qwen05-001547,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,2,0.75,672,paper,Paper,672,True,0.855147320587087,0.33299776911735535,0.34588587284088135,0.05686146020889282,0.9630796909332275,5,0.247513,0.2493976,0.582399,0.596754,0.829912,1.0,True,False,
qwen05-001548,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,2,0.75,672,tile8_ceil,Cell-8,672,True,0.8498455454208456,0.3764459192752838,0.38263988494873047,0.07291781902313232,0.9616191983222961,3,0.080941,0.0876676,0.65794,0.6628539999999999,0.738881,1.0,True,False,
qwen05-001549,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k1,Wave K=1,672,True,0.7733871196264037,0.5565884709358215,0.5694786310195923,0.16289663314819336,0.9397336840629578,1,0.157996,0.1662013,0.639947,0.6474404,0.7979430000000001,1.0,True,False,
qwen05-001550,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k6,Wave K=6,672,True,0.849613822449333,0.35777390003204346,0.3700888156890869,0.06612873077392578,0.944723904132843,6,0.159228,0.24468120000000002,0.644075,0.6696647,0.803303,1.0,True,False,
qwen05-001551,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k12,Wave K=12,672,True,0.8641760057826293,0.31335437297821045,0.3210632801055908,0.05025225877761841,0.9642953276634216,12,0.152695,0.1825408,0.777364,0.7814482,0.9300590000000001,1.0,True,False,
qwen05-001552,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k18,Wave K=18,672,True,0.8625976589983707,0.33651524782180786,0.3419210910797119,0.05797886848449707,0.9674410223960876,18,0.299711,0.3211256,0.845001,0.8470295999999999,1.144712,1.0,True,False,
qwen05-001553,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.self_attn.o_proj,12,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k24,Wave K=24,672,True,0.8547422889490677,0.3407590985298157,0.35098138451576233,0.05977708101272583,0.9518828988075256,24,0.13881,0.1592688,0.837185,0.908861,0.975995,1.0,True,False,
qwen05-001554,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.mlp.gate_proj,12,gate,896x4864,896,4864,9.5,table2,0,0.25,224,paper,Paper,224,True,0.31403130507682514,0.5274527072906494,0.5244919061660767,0.14726901054382324,0.7795432806015015,10,0.300152,0.40215979999999996,0.993668,0.9996647000000001,1.29382,1.0,True,False,
qwen05-001555,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.mlp.gate_proj,12,gate,896x4864,896,4864,9.5,table2,0,0.25,224,tile8_ceil,Cell-8,224,True,0.303620686528042,0.5900714993476868,0.58147794008255,0.18534976243972778,0.7058416604995728,7,0.077054,0.08637800000000001,1.00511,1.0167326,1.082164,1.0,True,False,
qwen05-001556,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.mlp.gate_proj,12,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k1,Wave K=1,224,True,0.2658824461964285,0.7632975578308105,0.7576088309288025,0.3060005307197571,0.44050729274749756,1,0.131366,0.1368209,1.040676,1.1098535999999999,1.172042,1.0,True,False,
qwen05-001557,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.mlp.gate_proj,12,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k6,Wave K=6,224,True,0.30211931648589396,0.58193439245224,0.5731250643730164,0.17998886108398438,0.7148170471191406,6,0.151614,0.156654,0.88738,0.9058822,1.038994,1.0,True,False,
qwen05-001558,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.mlp.gate_proj,12,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k12,Wave K=12,224,True,0.3184906316076796,0.5220181345939636,0.5181220769882202,0.14533883333206177,0.8003617525100708,12,0.272891,0.3010052,1.062127,1.1933938,1.335018,1.0,True,False,
qwen05-001559,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.mlp.gate_proj,12,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k18,Wave K=18,224,True,0.3276229024203518,0.5079955458641052,0.50394207239151,0.1378583312034607,0.8254307508468628,18,0.438851,0.559433,0.980183,0.989606,1.419034,1.0,True,False,
qwen05-001560,qwen05,Qwen2.5-0.5B-Instruct,test_short_korean,holdout,short,54,model.layers.12.mlp.gate_proj,12,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k24,Wave K=24,224,True,0.3380382232466719,0.4948485791683197,0.4906531870365143,0.13033616542816162,0.8351665139198303,24,0.467484,0.4939764,1.0531,1.1053333,1.520584,1.0,True,False,
